[2018-12-31 18:08:05,647] INFO [1][Logger:0] - HikariPool-1 - Starting...
[2018-12-31 18:08:11,864] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:11,866] ERROR [15][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:11,869] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:11,870] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:12,691] ERROR [20][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:12,712] ERROR [18][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:12,715] ERROR [16][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:13,692] ERROR [21][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:13,695] ERROR [17][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:13,705] ERROR [19][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:13,860] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:13,860] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:13,860] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:13,865] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:13,870] ERROR [15][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:13,871] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:13,892] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:14,692] ERROR [22][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:14,695] ERROR [20][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:14,732] ERROR [18][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:14,740] ERROR [16][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:15,701] ERROR [17][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:15,702] ERROR [21][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:15,704] ERROR [23][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:15,706] ERROR [19][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:15,864] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:15,866] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:15,874] ERROR [15][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:15,874] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:15,876] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:15,881] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:15,897] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:16,695] ERROR [22][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:16,702] ERROR [24][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:16,702] ERROR [20][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:16,737] ERROR [18][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:16,743] ERROR [16][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:17,689] ERROR [25][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:17,702] ERROR [17][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:17,703] ERROR [21][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:17,707] ERROR [19][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:17,707] ERROR [23][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:17,867] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:17,870] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:17,880] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:17,880] ERROR [15][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:17,880] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:17,882] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:17,906] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:18,692] ERROR [26][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:18,697] ERROR [22][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:18,704] ERROR [24][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:18,706] ERROR [20][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:18,741] ERROR [18][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:18,751] ERROR [16][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:19,691] ERROR [27][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:19,694] ERROR [25][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:19,704] ERROR [17][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:19,706] ERROR [21][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:19,709] ERROR [19][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:19,712] ERROR [23][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:19,875] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:19,882] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:19,885] ERROR [15][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:19,886] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:19,889] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:19,890] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:19,922] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:20,692] ERROR [28][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:20,693] ERROR [26][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:20,700] ERROR [22][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:20,709] ERROR [24][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:20,709] ERROR [20][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:20,745] ERROR [18][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:20,755] ERROR [16][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:21,690] ERROR [29][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:21,694] ERROR [27][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:21,701] ERROR [25][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:21,708] ERROR [17][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:21,713] ERROR [21][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:21,713] ERROR [19][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:21,714] ERROR [23][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:21,888] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:21,890] ERROR [15][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:21,892] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:21,892] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:21,892] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:21,906] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:21,926] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:22,695] ERROR [28][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:22,697] ERROR [26][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:22,706] ERROR [30][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:22,711] ERROR [24][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:22,714] ERROR [20][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:22,717] ERROR [22][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:22,750] ERROR [18][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:22,761] ERROR [16][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:23,690] ERROR [31][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:23,705] ERROR [29][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:23,706] ERROR [27][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:23,713] ERROR [17][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:23,717] ERROR [21][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:23,719] ERROR [25][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:23,730] ERROR [19][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:23,733] ERROR [23][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:23,890] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:23,893] ERROR [15][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:23,893] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:23,894] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:23,894] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:23,908] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:23,935] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:24,694] ERROR [32][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:24,696] ERROR [28][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:24,699] ERROR [26][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:24,714] ERROR [20][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:24,721] ERROR [30][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:24,723] ERROR [24][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:24,732] ERROR [22][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:24,758] ERROR [18][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:24,765] ERROR [16][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:25,695] ERROR [31][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:25,701] ERROR [33][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:25,709] ERROR [27][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:25,710] ERROR [29][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:25,717] ERROR [17][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:25,723] ERROR [21][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:25,723] ERROR [25][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:25,736] ERROR [19][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:25,741] ERROR [23][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:25,896] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:25,896] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:25,898] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:25,900] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:25,908] ERROR [15][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:25,911] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:25,940] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:26,693] ERROR [34][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:26,703] ERROR [26][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:26,703] ERROR [28][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:26,705] ERROR [32][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:26,723] ERROR [24][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:26,723] ERROR [30][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:26,723] ERROR [20][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:26,737] ERROR [22][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:26,763] ERROR [18][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:26,771] ERROR [16][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:27,692] ERROR [35][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:27,701] ERROR [31][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:27,709] ERROR [33][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:27,714] ERROR [27][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:27,714] ERROR [29][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:27,728] ERROR [25][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:27,732] ERROR [17][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:27,737] ERROR [21][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:27,743] ERROR [23][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:27,751] ERROR [19][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:27,898] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:27,901] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:27,902] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
[2018-12-31 18:08:27,902] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,由于目标计算机积极拒绝，无法连接。
